date,product_line,imp,clicks,spd,order7d,sales7d
4/16/2023,AD,336052,932,932,932,27028
4/16/2023,C,1216939,2253,2253,2253,1110729
4/16/2023,E,1326062,5191,5191,5191,238786
4/16/2023,G,1300043,1968,3936,1968,149568
4/16/2023,M,101615,246,246,246,17958
4/16/2023,O,1143846,8357,16714,8357,877485
4/16/2023,P,1120789,1904,1904,1904,529312
4/16/2023,N,44847,54,54,54,#NUM!
4/17/2023,AD,343165,999,999,999,44955
4/17/2023,C,731141,1533,1533,1533,757302
4/17/2023,E,891541,3411,6822,3411,163728
4/17/2023,G,788067,2173,4346,2173,947428
4/17/2023,M,384632,302,604,302,14194
4/17/2023,O,3393328,9673,9673,9673,1828197
4/17/2023,P,1285813,1857,3714,1857,297120
4/17/2023,N,59750,66,66,66,#NUM!
4/18/2023,AD,838418,313,313,313,1878
4/18/2023,C,267393,829,2487,829,486623
4/18/2023,E,1045366,4231,4231,4231,672729
4/18/2023,G,1054112,1657,1657,1657,1078707
4/18/2023,M,506439,838,838,838,62850
4/18/2023,O,905226,7367,7367,7367,1878585
4/18/2023,P,668961,1190,2380,1190,179690
4/18/2023,N,139323,38,76,38,#NUM!
4/19/2023,AD,264716,1348,1348,1348,49876
4/19/2023,C,1173244,592,1776,592,324416
4/19/2023,E,1286938,3041,3041,3041,304100
4/19/2023,G,1093866,1564,1564,1564,320620
4/19/2023,M,280617,153,153,153,9945
4/19/2023,O,1646590,5806,11612,5806,1248290
4/19/2023,P,429336,1610,3220,1610,592480
4/19/2023,N,86432,120,360,120,#NUM!
4/20/2023,AD,639949,760,760,760,31160
4/20/2023,C,1639962,2321,6963,2321,11605
4/20/2023,E,689138,3558,7116,3558,1401852
4/20/2023,G,451582,1449,2898,1449,579600
4/20/2023,M,127005,380,760,380,14440
4/20/2023,O,1508052,7713,7713,7713,424215
4/20/2023,P,472679,1155,2310,1155,398475
4/20/2023,N,51207,99,198,99,#NUM!
4/21/2023,AD,1016434,1225,1225,1225,25725
4/21/2023,C,325788,1430,4290,1430,151580
4/21/2023,E,1306209,2110,2110,2110,841890
4/21/2023,G,1021997,1491,1491,1491,864780
4/21/2023,M,521212,811,811,811,47038
4/21/2023,O,2991776,3349,10047,3349,204289
4/21/2023,P,1294122,2037,2037,2037,1191645
4/21/2023,N,64603,41,123,41,#NUM!
4/22/2023,AD,731511,1098,1098,1098,49410
4/22/2023,C,1214433,1937,1937,1937,1096342
4/22/2023,E,1432367,3832,3832,3832,570968
4/22/2023,G,787268,1994,3988,1994,87736
4/22/2023,M,375933,697,1394,697,8364
4/22/2023,O,2755794,5903,11806,5903,1009413
4/22/2023,P,673025,2149,4298,2149,81662
4/22/2023,N,69356,63,252,63,#NUM!
4/23/2023,AD,1005137,400,400,400,12800
4/23/2023,C,1285789,1560,1560,1560,393120
4/23/2023,E,1775575,5423,5423,5423,1144253
4/23/2023,G,860374,2633,2633,2633,2569808
4/23/2023,M,415746,384,768,384,22656
4/23/2023,O,1912445,10210,20420,10210,3205940
4/23/2023,P,1119742,1973,3946,1973,142056
4/23/2023,N,22039,124,124,124,#NUM!
4/24/2023,AD,254897,1147,1147,1147,5735
4/24/2023,C,862824,1182,2364,1182,18912
4/24/2023,E,671686,3125,3125,3125,840625
4/24/2023,G,1140980,2590,5180,2590,818440
4/24/2023,M,535833,304,304,304,16416
4/24/2023,O,3065948,9886,9886,9886,1641076
4/24/2023,P,1059695,1366,1366,1366,241782
4/24/2023,N,47135,80,160,80,#NUM!
4/25/2023,AD,577827,1362,1362,1362,51756
4/25/2023,C,687447,2024,4048,2024,412896
4/25/2023,E,746894,4778,4778,4778,840928
4/25/2023,G,1152189,1434,1434,1434,411558
4/25/2023,M,594469,450,450,450,24300
4/25/2023,O,2610329,6185,6185,6185,2616255
4/25/2023,P,483663,1605,1605,1605,823365
4/25/2023,N,28859,14,28,14,#NUM!
4/26/2023,AD,598487,1123,1123,1123,20214
4/26/2023,C,445907,2875,5750,2875,1819875
4/26/2023,E,1184242,2726,5452,2726,774184
4/26/2023,G,1012940,2757,5514,2757,1596303
4/26/2023,M,145463,210,420,210,4830
4/26/2023,O,1094127,5761,11522,5761,1077307
4/26/2023,P,790162,1258,2516,1258,324564
4/26/2023,N,62585,46,92,46,#NUM!
4/27/2023,AD,310110,697,697,697,10455
4/27/2023,C,1654485,2337,7011,2337,640338
4/27/2023,E,1284561,3699,7398,3699,299619
4/27/2023,G,1212258,2128,4256,2128,1025696
4/27/2023,M,565936,848,848,848,59360
4/27/2023,O,1519039,7045,21135,7045,1775340
4/27/2023,P,1238761,1845,3690,1845,653130
4/27/2023,N,86573,122,488,122,#NUM!
4/28/2023,AD,195358,344,344,344,15136
4/28/2023,C,1434986,979,2937,979,205590
4/28/2023,E,637970,5151,10302,5151,1236240
4/28/2023,G,943167,2306,2306,2306,1023864
4/28/2023,M,133631,435,435,435,35235
4/28/2023,O,3253426,8157,8157,8157,1370376
4/28/2023,P,948995,1130,1130,1130,645230
4/28/2023,N,53207,15,30,15,#NUM!
4/29/2023,AD,1172866,1122,1122,1122,44880
4/29/2023,C,662632,1649,4947,1649,18139
4/29/2023,E,1245051,4582,9164,4582,1832800
4/29/2023,G,1085319,1574,1574,1574,1315864
4/29/2023,M,365044,262,524,262,16244
4/29/2023,O,3443126,10547,31641,10547,2700032
4/29/2023,P,1224520,1840,3680,1840,796720
4/29/2023,N,25461,96,96,96,#NUM!
4/30/2023,AD,194806,514,514,514,1028
4/30/2023,C,1587053,1489,4467,1489,772791
4/30/2023,E,1499278,2441,2441,2441,1074040
4/30/2023,G,678176,2496,4992,2496,172224
4/30/2023,M,355196,283,566,283,10754
4/30/2023,O,1836213,5304,15912,5304,1851096
4/30/2023,P,510604,1831,1831,1831,730569
4/30/2023,N,116888,34,34,34,#NUM!
5/1/2023,AD,580389,315,315,315,4410
5/1/2023,C,884820,2101,2101,2101,859309
5/1/2023,E,1156143,2471,4942,2471,170499
5/1/2023,G,1269956,1740,1740,1740,765600
5/1/2023,M,297257,731,731,731,10234
5/1/2023,O,2417429,3145,9435,3145,1176230
5/1/2023,P,581004,1943,1943,1943,186528
5/1/2023,N,99399,28,28,28,#NUM!
5/2/2023,AD,836307,1301,1301,1301,29923
5/2/2023,C,1245193,532,532,532,58520
5/2/2023,E,1292129,2797,2797,2797,8391
5/2/2023,G,561293,2197,2197,2197,1489566
5/2/2023,M,566151,497,994,497,27832
5/2/2023,O,2727085,8224,8224,8224,3158016
5/2/2023,P,534524,1515,3030,1515,303000
5/3/2023,AD,270951,1392,1392,1392,27840
5/3/2023,C,229777,730,730,730,169360
5/3/2023,E,1227519,4500,4500,4500,288000
5/3/2023,G,519062,1421,1421,1421,1334319
5/3/2023,M,192206,497,994,497,31311
5/3/2023,O,801116,11672,35016,11672,5077320
5/3/2023,P,978636,1072,2144,1072,160800
5/3/2023,N,134950,62,124,62,#NUM!
5/4/2023,AD,683564,992,992,992,33728
5/4/2023,C,1536461,929,1858,929,111480
5/4/2023,E,987968,3498,3498,3498,1129854
5/4/2023,G,502350,2540,2540,2540,68580
5/4/2023,M,88040,568,1136,568,27832
5/4/2023,O,2896445,3256,6512,3256,1126576
5/4/2023,P,1148876,1400,1400,1400,770000
5/4/2023,N,82505,22,22,22,#NUM!
5/5/2023,AD,864927,815,815,815,24450
5/5/2023,C,745530,2656,7968,2656,1474080
5/5/2023,E,1394278,2610,5220,2610,540270
5/5/2023,G,883249,1598,3196,1598,1278400
5/5/2023,M,340464,234,468,234,10296
5/5/2023,O,1968810,4426,4426,4426,1628768
5/5/2023,P,843672,1260,2520,1260,541800
5/5/2023,N,94655,101,303,101,#NUM!
5/6/2023,AD,664438,687,687,687,26106
5/6/2023,C,1223904,792,792,792,217800
5/6/2023,E,1693524,2160,4320,2160,935280
5/6/2023,G,604092,2327,2327,2327,1249599
5/6/2023,M,467136,620,1240,620,21080
5/6/2023,O,1686830,5364,10728,5364,1475100
5/6/2023,P,532249,1736,1736,1736,333312
5/6/2023,N,41586,133,266,133,#NUM!
5/7/2023,AD,226127,884,884,884,22984
5/7/2023,C,612318,643,643,643,90020
5/7/2023,E,1787588,3550,7100,3550,386950
5/7/2023,G,953029,1782,3564,1782,1229580
5/7/2023,M,565668,530,1060,530,5830
5/7/2023,O,2920251,9126,27378,9126,2993328
5/7/2023,P,427204,2012,4024,2012,1038192
5/8/2023,AD,993949,1449,1449,1449,4347
5/8/2023,C,813839,1501,4503,1501,890093
5/8/2023,E,617857,2311,2311,2311,18488
5/8/2023,G,643293,2342,4684,2342,1025796
5/8/2023,M,114635,415,415,415,25730
5/8/2023,O,3178155,8361,8361,8361,451494
5/8/2023,P,873930,1239,2478,1239,685167
5/9/2023,AD,1097075,1007,1007,1007,41287
5/9/2023,C,816982,554,1662,554,68696
5/9/2023,E,743967,3995,7990,3995,1637950
5/9/2023,G,499644,2473,4946,2473,1008984
5/9/2023,M,456902,844,1688,844,21944
5/9/2023,O,1003235,5043,15129,5043,1623846
5/9/2023,P,704650,1409,2818,1409,121174
5/10/2023,AD,172755,328,328,328,8528
5/10/2023,C,628783,916,2748,916,476320
5/10/2023,E,1756558,5161,5161,5161,1042522
5/10/2023,G,508794,1820,3640,1820,1434160
5/10/2023,M,375096,669,1338,669,20739
5/10/2023,O,3522899,7635,7635,7635,1580445
5/10/2023,P,1143807,1096,1096,1096,521696
5/11/2023,AD,429208,798,798,798,35112
5/11/2023,C,662438,1787,1787,1787,109007
5/11/2023,E,685746,4986,4986,4986,1186668
5/11/2023,G,484168,1572,1572,1572,441732
5/11/2023,M,113684,557,1114,557,40661
5/11/2023,O,2240418,10817,21634,10817,5019088
5/11/2023,P,1023328,1633,1633,1633,911214
5/12/2023,AD,156276,503,503,503,15593
5/12/2023,C,1056905,1871,5613,1871,1040276
5/12/2023,E,1376764,3699,3699,3699,188649
5/12/2023,G,1068605,1127,1127,1127,765233
5/12/2023,M,123952,196,196,196,11564
5/12/2023,O,2262184,4496,13488,4496,40464
5/12/2023,P,1260745,1781,1781,1781,1034761
5/13/2023,AD,546872,1209,1209,1209,37479
5/13/2023,C,1199398,2561,5122,2561,727324
5/13/2023,E,1072456,5456,10912,5456,2384272
5/13/2023,G,630134,1354,1354,1354,63638
5/13/2023,M,457781,353,706,353,15885
5/13/2023,O,2320045,4638,9276,4638,1261536
5/13/2023,P,858446,1202,1202,1202,372620
5/14/2023,AD,1015468,1309,1309,1309,3927
5/14/2023,C,795424,1774,5322,1774,1083914
5/14/2023,E,710390,4338,8676,4338,1756890
5/14/2023,G,816859,2106,4212,2106,526500
5/14/2023,M,173704,285,570,285,13395
5/14/2023,O,3820365,2100,4200,2100,102900
5/14/2023,P,725794,1499,2998,1499,743504
5/15/2023,AD,396629,328,328,328,10168
5/15/2023,C,239547,2101,2101,2101,273130
5/15/2023,E,1135950,3112,6224,3112,40456
5/15/2023,G,712232,2632,5264,2632,63168
5/15/2023,M,411985,216,432,216,10584
5/15/2023,O,1926791,8377,25131,8377,318326
5/15/2023,P,564679,1573,1573,1573,931216
5/16/2023,AD,953562,1194,1194,1194,3582
5/16/2023,C,209220,823,823,823,229617
5/16/2023,E,912696,4301,8602,4301,546227
5/16/2023,G,1106226,1070,1070,1070,676240
5/16/2023,M,545277,353,706,353,13414
5/16/2023,O,1811948,9504,9504,9504,3716064
5/16/2023,P,785884,1604,3208,1604,335236
5/17/2023,AD,723550,936,936,936,20592
5/17/2023,C,1646658,2116,6348,2116,194672
5/17/2023,E,1531100,2272,4544,2272,297632
5/17/2023,G,1134015,2165,2165,2165,547745
5/17/2023,M,400679,293,293,293,9083
5/17/2023,O,3160048,8796,26388,8796,3008232
5/17/2023,P,1192036,2059,4118,2059,105009
5/18/2023,AD,664862,948,948,948,13272
5/18/2023,C,1233630,2699,2699,2699,1265831
5/18/2023,E,1313086,4203,4203,4203,991908
5/18/2023,G,494365,2437,2437,2437,441097
5/18/2023,M,342807,176,352,176,14080
5/18/2023,O,3197430,9422,28266,9422,904512
5/18/2023,P,692423,1082,2164,1082,609166
5/19/2023,AD,715379,409,409,409,9816
5/19/2023,C,393925,2493,4986,2493,448740
5/19/2023,E,1547014,5708,5708,5708,576508
5/19/2023,G,1028283,1592,3184,1592,703664
5/19/2023,M,497691,849,1698,849,56883
5/19/2023,O,3228381,7404,14808,7404,1776960
5/19/2023,P,454200,1181,1181,1181,349576
5/20/2023,AD,145462,346,346,346,12802
5/20/2023,C,552560,2223,2223,2223,466830
5/20/2023,E,1606484,5314,10628,5314,191304
5/20/2023,G,1013956,2130,4260,2130,110760
5/20/2023,M,522540,671,671,671,53680
5/20/2023,O,3085982,9148,18296,9148,2241260
5/20/2023,P,1262972,1765,3530,1765,1009580
5/21/2023,AD,172963,1434,1434,1434,2868
5/21/2023,C,483050,660,1980,660,93720
5/21/2023,E,1256584,2630,5260,2630,691690
5/21/2023,G,766375,2666,5332,2666,1692910
5/21/2023,M,202301,441,441,441,23814
5/21/2023,O,2374237,7284,21852,7284,422472
5/21/2023,P,852874,1886,3772,1886,671416
5/22/2023,AD,568398,688,688,688,17200
5/22/2023,C,1055395,2964,8892,2964,400140
5/22/2023,E,1833897,4498,8996,4498,1155986
5/22/2023,G,891394,2636,2636,2636,935780
5/22/2023,M,240174,277,554,277,9695
5/22/2023,O,1134815,9325,27975,9325,354350
5/22/2023,P,993884,2140,4280,2140,119840
5/23/2023,AD,882359,1100,1100,1100,3300
5/23/2023,BE,72593,178,178,178,15130
5/23/2023,C,709860,1587,3174,1587,669714
5/23/2023,E,1284997,3266,6532,3266,1293336
5/23/2023,G,638447,2018,4036,2018,48432
5/23/2023,M,530698,742,1484,742,42294
5/23/2023,O,1994946,3965,11895,3965,237900
5/23/2023,P,672205,1555,3110,1555,49760
5/24/2023,AD,1044294,617,617,617,5553
5/24/2023,BE,35642,245,490,245,68355
5/24/2023,C,1133548,623,1869,623,400589
5/24/2023,E,785331,2982,2982,2982,453264
5/24/2023,G,510488,2571,5142,2571,2347323
5/24/2023,M,366052,489,978,489,12714
5/24/2023,O,1108268,1934,1934,1934,850960
5/24/2023,P,1155719,1595,1595,1595,561440
5/25/2023,AD,640740,1046,1046,1046,16736
5/25/2023,BE,61316,193,386,193,42653
5/25/2023,C,1473538,1968,3936,1968,1228032
5/25/2023,E,964580,4875,9750,4875,2057250
5/25/2023,G,1118134,1983,1983,1983,1233426
5/25/2023,M,340729,390,780,390,6630
5/25/2023,O,3754331,11187,11187,11187,4586670
5/25/2023,P,1227442,1219,1219,1219,554645
5/26/2023,AD,1127363,615,615,615,25830
5/26/2023,BE,62895,254,254,254,44196
5/26/2023,C,719794,2913,5826,2913,189345
5/26/2023,E,893997,2612,2612,2612,410084
5/26/2023,G,592387,2093,2093,2093,1977885
5/26/2023,M,527573,712,1424,712,15664
5/26/2023,O,1217525,2468,7404,2468,377604
5/26/2023,P,842718,1414,2828,1414,128674
5/27/2023,AD,280316,1033,1033,1033,25825
5/27/2023,BE,83422,257,257,257,64250
5/27/2023,C,1569675,2312,6936,2312,330616
5/27/2023,E,1411102,2730,2730,2730,625170
5/27/2023,G,892904,2696,5392,2696,1377656
5/27/2023,M,522421,827,1654,827,66987
5/27/2023,O,1889652,5010,5010,5010,160320
5/27/2023,P,1289579,1794,3588,1794,410826
5/28/2023,AD,412065,379,379,379,9854
5/28/2023,BE,70926,255,510,255,31875
5/28/2023,C,586896,1906,3812,1906,434568
5/28/2023,E,1587834,5406,5406,5406,1540710
5/28/2023,G,1091352,1690,1690,1690,910910
5/28/2023,M,314193,583,1166,583,38478
5/28/2023,O,2474662,6524,6524,6524,1617952
5/28/2023,P,882284,1884,1884,1884,1064460
5/29/2023,AD,821261,1257,1257,1257,20112
5/29/2023,BE,27846,47,94,47,141
5/29/2023,C,328313,1073,3219,1073,500018
5/29/2023,E,1559188,5172,10344,5172,1199904
5/29/2023,G,1184466,1394,1394,1394,447474
5/29/2023,M,483836,774,1548,774,22446
5/29/2023,O,1931018,9645,19290,9645,3240720
5/29/2023,P,739740,2158,2158,2158,1413490
5/30/2023,AD,750875,360,360,360,11160
5/30/2023,BE,42252,98,196,98,14994
5/30/2023,C,253083,2704,2704,2704,1170832
5/30/2023,E,1623905,2934,2934,2934,897804
5/30/2023,G,912243,2179,4358,2179,727786
5/30/2023,M,365871,334,334,334,13694
5/30/2023,O,3649986,7047,7047,7047,2163429
5/30/2023,P,1273442,1313,1313,1313,800930
5/31/2023,AD,149783,702,702,702,23166
5/31/2023,BE,72668,226,226,226,15820
5/31/2023,C,1325663,2951,5902,2951,342316
5/31/2023,E,986868,2393,2393,2393,325448
5/31/2023,G,980270,1525,3050,1525,120475
5/31/2023,M,234189,738,738,738,28044
5/31/2023,O,2626793,7747,7747,7747,2231136
5/31/2023,P,791068,1200,2400,1200,78000
6/1/2023,AD,1070085,358,358,358,12172
6/1/2023,BE,65248,241,482,241,30607
6/1/2023,C,1699070,2700,5400,2700,1863000
6/1/2023,E,1154073,3404,6808,3404,459540
6/1/2023,G,1204308,1398,1398,1398,76890
6/1/2023,M,151374,712,712,712,64080
6/1/2023,O,2279029,4490,8980,4490,1091070
6/1/2023,P,656759,1802,1802,1802,580244
6/2/2023,AD,811469,747,747,747,24651
6/2/2023,BE,60874,67,67,67,1541
6/2/2023,C,865675,1428,1428,1428,888216
6/2/2023,E,937541,5709,5709,5709,2169420
6/2/2023,G,792928,1167,1167,1167,560160
6/2/2023,M,240062,290,580,290,9570
6/2/2023,O,2209060,9657,19314,9657,1081584
6/2/2023,P,1002921,1607,3214,1607,144630
6/3/2023,AD,906202,570,570,570,570
6/3/2023,BE,56861,37,74,37,1739
6/3/2023,C,1090769,1891,3782,1891,259067
6/3/2023,E,554386,2901,5802,2901,223377
6/3/2023,G,962631,2435,2435,2435,1558400
6/3/2023,M,488813,686,1372,686,2058
6/3/2023,O,3245423,3598,3598,3598,1190938
6/3/2023,P,871220,2154,2154,2154,2154
6/4/2023,AD,704442,300,300,300,900
6/4/2023,BE,9202,54,54,54,10962
6/4/2023,C,1420473,1084,2168,1084,256908
6/4/2023,E,1120901,5062,10124,5062,1665398
6/4/2023,G,692172,2140,4280,2140,2140
6/4/2023,M,420319,765,765,765,32130
6/4/2023,O,2991611,9664,9664,9664,299584
6/4/2023,P,707994,1057,2114,1057,25368
6/5/2023,AD,198613,311,311,311,13995
6/5/2023,BE,39984,264,528,264,19536
6/5/2023,C,1270299,2626,2626,2626,1748916
6/5/2023,E,613600,2646,5292,2646,648270
6/5/2023,G,1092866,1190,1190,1190,548590
6/5/2023,M,122606,774,1548,774,2322
6/5/2023,O,3008033,1942,1942,1942,242750
6/5/2023,P,870263,2175,2175,2175,1387650
6/6/2023,AD,1017508,581,581,581,1743
6/6/2023,BE,79057,237,237,237,4740
6/6/2023,C,504797,491,1473,491,318659
6/6/2023,E,827214,4240,8480,4240,1454320
6/6/2023,G,905470,2354,2354,2354,852148
6/6/2023,M,104123,363,363,363,18150
6/6/2023,O,2536169,8079,24237,8079,3070020
6/6/2023,P,808052,1871,3742,1871,357361
6/7/2023,AD,244985,828,828,828,22356
6/7/2023,BE,75718,201,201,201,27738
6/7/2023,C,1585803,2826,8478,2826,601938
6/7/2023,E,798392,5015,10030,5015,1474410
6/7/2023,G,783616,1160,2320,1160,180960
6/7/2023,M,170231,427,427,427,17507
6/7/2023,O,1571319,5946,17838,5946,1670826
6/7/2023,P,1117168,2008,2008,2008,586336
6/8/2023,AD,339092,1437,1437,1437,7185
6/8/2023,BE,52369,190,380,190,22420
6/8/2023,C,1461617,1457,4371,1457,93248
6/8/2023,E,1072502,5075,10150,5075,791700
6/8/2023,G,1057561,1890,3780,1890,1587600
6/8/2023,M,255210,626,626,626,18154
6/8/2023,O,3318470,2058,4116,2058,53508
6/8/2023,P,995258,1301,1301,1301,66351
6/9/2023,AD,912933,1101,1101,1101,16515
6/9/2023,BE,64747,235,470,235,45825
6/9/2023,C,870353,2806,2806,2806,645380
6/9/2023,E,1503676,5605,5605,5605,908010
6/9/2023,G,595561,2312,2312,2312,1262352
6/9/2023,M,540366,288,576,288,10080
6/9/2023,O,3544842,7997,23991,7997,3654629
6/9/2023,P,934523,1575,3150,1575,1009575
6/10/2023,AD,559551,293,293,293,5274
6/10/2023,BE,69055,178,356,178,27412
6/10/2023,C,1205598,3020,9060,3020,1947900
6/10/2023,E,553204,4017,8034,4017,787332
6/10/2023,G,1105373,2761,5522,2761,2540120
6/10/2023,M,404168,841,841,841,20184
6/10/2023,O,2240134,11583,34749,11583,4355208
6/10/2023,P,937058,1400,1400,1400,925400
6/11/2023,AD,104743,1255,1255,1255,46435
6/11/2023,BE,60533,59,59,59,3835
6/11/2023,C,617287,2875,5750,2875,166750
6/11/2023,E,1753639,2489,4978,2489,507756
6/11/2023,G,478053,1507,1507,1507,230571
6/11/2023,M,572010,752,752,752,60912
6/11/2023,O,3250100,11497,34491,11497,1287664
6/11/2023,P,940665,1828,3656,1828,232156
6/12/2023,AD,1124914,1328,1328,1328,34528
6/12/2023,BE,12487,26,26,26,3562
6/12/2023,C,1401581,2995,8985,2995,802660
6/12/2023,E,1822626,3024,3024,3024,429408
6/12/2023,G,911858,1511,3022,1511,1222399
6/12/2023,M,453256,848,1696,848,43248
6/12/2023,O,2001618,2687,5374,2687,548148
6/12/2023,P,481578,1783,3566,1783,961037
6/13/2023,AD,381599,1291,1291,1291,18074
6/13/2023,BE,23156,71,71,71,15407
6/13/2023,C,1494688,1114,1114,1114,727442
6/13/2023,E,887893,5375,5375,5375,252625
6/13/2023,G,1009345,1867,1867,1867,1530940
6/13/2023,M,506391,182,364,182,9100
6/13/2023,O,2612412,6777,20331,6777,460836
6/13/2023,P,1136385,1590,3180,1590,939690
6/14/2023,AD,722714,407,407,407,5291
6/14/2023,BE,70892,237,474,237,20619
6/14/2023,C,1172437,3060,6120,3060,39780
6/14/2023,E,773011,2086,2086,2086,874034
6/14/2023,G,641938,1618,1618,1618,454658
6/14/2023,M,316786,712,1424,712,31328
6/14/2023,O,2320957,9290,9290,9290,2526880
6/14/2023,P,1130378,1824,1824,1824,986784
6/15/2023,AD,395682,416,416,416,14144
6/15/2023,BE,84976,165,330,165,4785
6/15/2023,C,1580144,736,2208,736,29440
6/15/2023,E,950267,4293,4293,4293,223236
6/15/2023,G,1310860,2316,2316,2316,2137668
6/15/2023,M,403489,584,1168,584,42632
6/15/2023,O,3016456,5161,5161,5161,2131493
6/15/2023,P,483678,1842,1842,1842,948630
6/15/2023,Solidigm,111841,215,215,215,#NUM!
6/16/2023,AD,412734,461,461,461,15674
6/16/2023,BE,56391,213,426,213,53463
6/16/2023,C,453555,690,2070,690,74520
6/16/2023,E,881591,2494,2494,2494,32422
6/16/2023,G,765044,2179,4358,2179,836736
6/16/2023,M,412289,671,1342,671,44957
6/16/2023,O,3515267,6059,18177,6059,1133033
6/16/2023,P,1241325,1776,1776,1776,261072
6/16/2023,Solidigm,360251,172,172,172,#NUM!
6/17/2023,AD,1145323,735,735,735,24990
6/17/2023,BE,53044,116,232,116,348
6/17/2023,C,1245454,874,874,874,170430
6/17/2023,E,1397914,2891,2891,2891,312228
6/17/2023,G,1046556,1363,2726,1363,930929
6/17/2023,M,493055,148,296,148,7992
6/17/2023,O,3693975,3982,3982,3982,453948
6/17/2023,P,462992,1190,2380,1190,487900
6/17/2023,Solidigm,122581,101,202,101,#NUM!
6/18/2023,AD,449953,1362,1362,1362,21792
6/18/2023,BE,19078,31,62,31,7316
6/18/2023,C,370848,1879,3758,1879,1052240
6/18/2023,E,1511241,4789,9578,4789,2092793
6/18/2023,G,907996,2105,4210,2105,1018820
6/18/2023,M,87630,274,274,274,12056
6/18/2023,O,2301401,4625,13875,4625,1655750
6/18/2023,P,1189314,1156,1156,1156,116756
6/18/2023,Solidigm,280373,109,109,109,#NUM!
6/19/2023,AD,675782,655,655,655,1965
6/19/2023,BE,89266,12,12,12,3084
6/19/2023,C,1591596,1813,1813,1813,248381
6/19/2023,E,832126,3799,3799,3799,463478
6/19/2023,G,1322880,1128,2256,1128,86856
6/19/2023,M,583343,571,571,571,34260
6/19/2023,O,3659241,8687,17374,8687,3857028
6/19/2023,P,896848,1141,1141,1141,149471
6/19/2023,Solidigm,286796,37,74,37,#NUM!
6/20/2023,AD,631026,385,385,385,770
6/20/2023,BE,79860,132,264,132,27588
6/20/2023,C,1019387,2116,6348,2116,1275948
6/20/2023,E,1293423,2529,2529,2529,126450
6/20/2023,G,1281479,2450,2450,2450,399350
6/20/2023,M,145603,689,689,689,7579
6/20/2023,O,1904128,1720,1720,1720,696600
6/20/2023,P,907659,1264,1264,1264,558688
6/20/2023,Solidigm,248241,245,245,245,#NUM!
6/21/2023,AD,994313,1438,1438,1438,64710
6/21/2023,BE,93384,250,500,250,65250
6/21/2023,C,1654646,3105,6210,3105,1344465
6/21/2023,E,1734454,5242,10484,5242,739122
6/21/2023,G,631713,2571,2571,2571,2180208
6/21/2023,M,351592,139,278,139,1807
6/21/2023,O,2295748,6663,13326,6663,2038878
6/21/2023,P,1251769,1471,2942,1471,548683
6/21/2023,Solidigm,316009,112,224,112,#NUM!
6/22/2023,AD,108621,1290,1290,1290,56760
6/22/2023,BE,27715,238,238,238,24276
6/22/2023,C,1603831,572,1716,572,41184
6/22/2023,E,773047,3697,7394,3697,118304
6/22/2023,G,991424,2132,4264,2132,987116
6/22/2023,M,364631,588,1176,588,43512
6/22/2023,O,953498,1957,5871,1957,659509
6/22/2023,P,849660,1770,1770,1770,437190
6/22/2023,Solidigm,157112,93,93,93,#NUM!
6/23/2023,AD,1028224,800,800,800,13600
6/23/2023,BE,41884,199,199,199,51541
6/23/2023,C,809271,1092,3276,1092,150696
6/23/2023,E,1320054,5055,10110,5055,1658040
6/23/2023,G,1323780,1499,1499,1499,149900
6/23/2023,M,470561,710,1420,710,62480
6/23/2023,O,843205,6564,6564,6564,269124
6/23/2023,P,1047663,2130,2130,2130,146970
6/23/2023,Solidigm,126270,78,156,78,#NUM!
6/24/2023,AD,684521,1066,1066,1066,37310
6/24/2023,BE,38296,226,452,226,65540
6/24/2023,C,827959,1594,4782,1594,446320
6/24/2023,E,593983,2024,2024,2024,520168
6/24/2023,G,1202850,1302,2604,1302,1272054
6/24/2023,M,125082,165,330,165,12540
6/24/2023,O,2573434,2710,8130,2710,113820
6/24/2023,P,831881,1848,1848,1848,125664
6/24/2023,Solidigm,22282,114,228,114,#NUM!
6/25/2023,AD,762825,869,869,869,11297
6/25/2023,BE,84633,266,266,266,8246
6/25/2023,C,1493271,868,2604,868,278628
6/25/2023,E,1708569,5263,10526,5263,584193
6/25/2023,G,862013,1052,2104,1052,15780
6/25/2023,M,471535,300,600,300,12000
6/25/2023,O,3335288,8614,17228,8614,3497284
6/25/2023,P,1258694,1647,3294,1647,1047492
6/25/2023,Solidigm,51545,204,204,204,#NUM!
6/26/2023,AD,1010311,845,845,845,7605
6/26/2023,BE,54561,156,156,156,43212
6/26/2023,C,1536785,2518,7554,2518,1505764
6/26/2023,E,1069698,3596,7192,3596,1445592
6/26/2023,G,858510,2497,4994,2497,706651
6/26/2023,M,405439,738,738,738,35424
6/26/2023,O,1110770,6353,12706,6353,940244
6/26/2023,P,757436,2154,2154,2154,211092
6/26/2023,Solidigm,189444,64,64,64,#NUM!
6/27/2023,AD,549728,688,688,688,19952
6/27/2023,BE,25087,81,162,81,19764
6/27/2023,C,217729,2703,5406,2703,18921
6/27/2023,E,577553,2448,2448,2448,974304
6/27/2023,G,1147120,2436,2436,2436,341040
6/27/2023,M,230194,357,357,357,18921
6/27/2023,O,3153780,3979,3979,3979,899254
6/27/2023,P,1063046,2165,4330,2165,296605
6/27/2023,Solidigm,244146,169,338,169,#NUM!
6/28/2023,AD,989080,1039,1039,1039,13507
